City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
304,Sol-Iletsk,RU,2020-11-25 00:18:50,51.16,54.99,23.5,95,100,11.86
305,Guane,CU,2020-11-25 00:18:50,22.2,-84.09,74.59,86,18,7.65
306,Aqtobe,KZ,2020-11-25 00:18:50,50.28,57.21,6.8,84,0,6.71
307,Piacabucu,BR,2020-11-25 00:18:50,-10.41,-36.43,75.72,78,7,7.2
308,Livadia,GR,2020-11-25 00:18:50,38.44,22.87,54.0,68,78,8.01
309,Pucallpa,PE,2020-11-25 00:18:51,-8.38,-74.55,87.8,70,40,3.36
310,Hammerfest,NO,2020-11-25 00:18:51,70.66,23.68,30.2,74,0,13.87
311,Sisimiut,GL,2020-11-25 00:18:51,66.94,-53.67,25.93,89,100,8.88
312,Gaoua,BF,2020-11-25 00:18:51,10.3,-3.25,75.27,23,99,3.98
313,Lisala,CD,2020-11-25 00:18:51,2.15,21.52,69.71,94,20,2.15
314,Aksarka,RU,2020-11-25 00:18:51,66.56,67.8,15.93,97,99,9.98
315,Athens,GR,2020-11-25 00:18:51,37.98,23.72,55.99,50,40,8.05
316,Ambilobe,MG,2020-11-25 00:18:51,-13.2,49.05,73.18,75,22,3.96
317,San Julian,MX,2020-11-25 00:18:51,21.02,-102.17,66.58,36,1,6.35
318,Marystown,CA,2020-11-25 00:18:51,47.17,-55.15,37.99,100,100,15.01
319,Sao Paulo De Olivenca,BR,2020-11-25 00:18:51,-3.38,-68.87,76.51,95,100,2.48
320,Saint-Joseph,RE,2020-11-25 00:18:51,-21.37,55.62,69.8,60,86,4.7
321,Slavonski Brod,HR,2020-11-25 00:18:52,45.16,18.02,36.0,97,0,2.64
322,Ugoofaaru,MV,2020-11-25 00:18:52,5.67,73.0,81.45,63,77,4.09
323,Santa Helena De Goias,BR,2020-11-25 00:18:52,-17.81,-50.6,76.39,62,55,5.53
324,Hobyo,SO,2020-11-25 00:18:52,5.35,48.53,80.19,77,31,9.04
325,Dhandhuka,IN,2020-11-25 00:18:52,22.37,71.98,67.32,31,18,5.53
326,Shache,CN,2020-11-25 00:18:52,38.42,77.24,19.29,87,100,6.38
327,Suffolk,US,2020-11-25 00:18:52,40.87,-72.8,45.0,69,1,3.36
328,Asind,IN,2020-11-25 00:18:52,25.73,74.33,56.59,46,30,6.11
329,Iskilip,TR,2020-11-25 00:18:52,40.74,34.47,35.92,82,98,6.42
330,Dabakala,CI,2020-11-25 00:18:52,8.37,-4.43,77.34,60,96,1.52
331,Skibbereen,IE,2020-11-25 00:18:52,51.55,-9.27,41.0,86,0,4.7
332,Bitkine,TD,2020-11-25 00:18:52,11.98,18.21,75.6,24,52,8.34
333,Marawi,PH,2020-11-25 00:18:53,8.0,124.29,81.0,82,100,3.0
334,Bayir,TR,2020-11-25 00:18:53,37.27,28.22,46.4,81,0,3.42
335,Ilam,NP,2020-11-25 00:15:21,26.92,87.92,49.6,69,0,5.14
336,Yurimaguas,PE,2020-11-25 00:18:53,-5.9,-76.08,84.15,58,68,2.26
337,Kalmunai,LK,2020-11-25 00:18:53,7.42,81.82,77.38,83,100,6.31
338,Meulaboh,ID,2020-11-25 00:18:53,4.14,96.13,76.71,86,65,4.25
339,Turukhansk,RU,2020-11-25 00:18:53,65.82,87.98,11.14,96,99,10.65
340,Velikooktyabrskiy,RU,2020-11-25 00:18:53,57.43,33.82,33.21,95,99,7.52
341,Kem,RU,2020-11-25 00:18:53,64.96,34.58,31.41,97,98,10.27
342,Umea,SE,2020-11-25 00:18:53,63.83,20.26,30.2,100,98,6.96
343,Yabelo,ET,2020-11-25 00:18:53,4.88,38.08,62.67,74,68,6.53
344,Manavalakurichi,IN,2020-11-25 00:18:54,8.13,77.3,82.4,83,20,2.24
345,San Cristobal,VE,2020-11-25 00:18:54,7.77,-72.22,80.6,78,40,2.24
346,Luanda,AO,2020-11-25 00:18:54,-8.84,13.23,77.0,88,20,6.93
347,Menongue,AO,2020-11-25 00:18:54,-14.66,17.69,66.25,91,100,7.45
348,Samtredia,GE,2020-11-25 00:18:54,42.15,42.34,39.2,80,75,6.93
349,Arlit,NE,2020-11-25 00:18:54,18.74,7.39,69.33,24,0,6.69
350,Ouesso,CG,2020-11-25 00:18:54,1.61,16.05,72.19,92,100,1.34
351,Johi,PK,2020-11-25 00:18:54,26.69,67.61,58.96,63,83,4.03
352,Abomey,BJ,2020-11-25 00:18:54,7.18,1.99,75.97,86,56,6.89
353,Yarada,IN,2020-11-25 00:18:54,17.65,83.27,75.2,73,75,9.17
354,Cotonou,BJ,2020-11-25 00:18:54,6.37,2.42,84.2,79,40,12.75
355,Bonthe,SL,2020-11-25 00:18:54,7.53,-12.51,78.76,82,0,3.87
356,Qaqortoq,GL,2020-11-25 00:18:55,60.72,-46.03,37.4,51,100,25.28
357,Adrar,MR,2020-11-25 00:18:55,20.5,-10.07,63.09,28,96,9.91
358,Haileybury,CA,2020-11-25 00:18:55,47.45,-79.64,17.6,78,90,5.82
359,Pozo Colorado,PY,2020-11-25 00:18:55,-23.49,-58.8,87.71,32,0,9.33
360,Marsaxlokk,MT,2020-11-25 00:18:55,35.84,14.54,59.0,100,20,8.05
361,Molepolole,BW,2020-11-25 00:18:55,-24.41,25.5,68.0,52,0,8.05
362,Vavoua,CI,2020-11-25 00:18:55,7.38,-6.48,73.13,83,55,3.44
363,Biltine,TD,2020-11-25 00:18:55,14.53,20.92,69.94,28,0,7.4
364,Teguldet,RU,2020-11-25 00:18:55,57.31,88.17,6.69,95,13,2.95
365,Dzilam Gonzalez,MX,2020-11-25 00:16:19,21.28,-88.93,75.63,84,4,6.82
366,Kindu,CD,2020-11-25 00:18:56,-2.95,25.95,68.47,98,100,0.92
367,Springbok,ZA,2020-11-25 00:18:56,-29.66,17.89,44.55,95,0,4.21
368,Calamar,CO,2020-11-25 00:18:56,10.25,-74.91,84.2,83,75,11.41
369,Ajdabiya,LY,2020-11-25 00:18:56,30.76,20.23,61.11,62,1,4.05
370,Anaco,VE,2020-11-25 00:18:56,9.44,-64.47,74.34,91,81,4.43
371,Santa Cruz,BO,2020-11-25 00:15:29,-17.8,-63.17,87.8,55,29,4.7
372,Monteagudo,BO,2020-11-25 00:18:56,-19.82,-63.98,76.84,40,89,2.48
373,Tornio,FI,2020-11-25 00:18:56,65.85,24.15,14.0,100,90,2.24
374,Taoudenni,ML,2020-11-25 00:18:56,22.68,-3.98,59.2,34,53,12.1
375,Ziarat,PK,2020-11-25 00:18:56,30.38,67.73,32.85,95,88,1.59
376,Necochea,AR,2020-11-25 00:18:56,-38.55,-58.74,64.0,86,57,7.25
377,San,ML,2020-11-25 00:18:57,13.3,-4.9,70.48,21,11,10.54
378,Arak,IR,2020-11-25 00:18:57,34.09,49.69,38.17,77,0,1.81
379,Apac,UG,2020-11-25 00:18:57,1.98,32.54,67.35,90,94,2.39
380,Candido Mendes,BR,2020-11-25 00:18:57,-1.45,-45.72,77.72,86,41,5.03
381,Tacuarembo,UY,2020-11-25 00:18:57,-31.73,-55.98,76.77,53,13,7.09
382,Asfi,MA,2020-11-25 00:18:57,32.3,-9.24,63.45,79,11,3.78
383,Tshikapa,CD,2020-11-25 00:18:57,-6.42,20.8,68.14,93,100,0.47
384,Ler,SS,2020-11-25 00:18:57,8.3,30.14,77.52,41,0,3.4
385,Terre Haute,US,2020-11-25 00:18:57,39.47,-87.41,48.99,61,1,10.29
386,Capitao Poco,BR,2020-11-25 00:18:57,-1.75,-47.06,75.27,91,90,5.75
387,Rio Grande,BR,2020-11-25 00:15:41,-32.03,-52.1,73.99,84,0,3.0
388,Jamame,SO,2020-11-25 00:18:58,0.07,42.75,77.94,85,3,5.68
389,Santo Tomas,PH,2020-11-25 00:18:58,14.11,121.14,84.0,69,40,3.36
390,Afua,BR,2020-11-25 00:18:08,-0.16,-50.39,77.31,88,93,5.66
391,Le Vauclin,MQ,2020-11-25 00:18:58,14.55,-60.84,78.8,83,20,6.93
392,Muros,ES,2020-11-25 00:18:58,42.78,-9.06,53.01,93,100,2.21
393,Ayagoz,KZ,2020-11-25 00:18:58,47.97,80.44,6.17,91,11,8.52
394,Zaltan,LY,2020-11-25 00:18:58,32.95,11.87,64.81,76,0,8.32
395,Boa Viagem,BR,2020-11-25 00:18:58,-5.13,-39.73,81.7,56,73,9.78
396,Maloyaroslavets,RU,2020-11-25 00:18:58,55.01,36.47,33.8,95,96,6.71
397,Sigiriya,LK,2020-11-25 00:18:58,7.95,80.74,72.45,94,100,9.33
398,Ust-Koksa,RU,2020-11-25 00:18:59,50.27,85.61,8.15,87,80,0.2
399,Camapua,BR,2020-11-25 00:18:59,-19.53,-54.04,82.22,46,77,5.93
400,Ornskoldsvik,SE,2020-11-25 00:18:59,63.29,18.72,33.8,100,100,2.24
401,Muromtsevo,RU,2020-11-25 00:18:59,56.37,75.24,12.06,95,28,3.71
402,Myronivka,UA,2020-11-25 00:18:59,49.66,30.98,39.43,81,97,9.84
403,Porto Nacional,BR,2020-11-25 00:18:59,-10.71,-48.42,84.2,66,20,4.7
404,Atbasar,KZ,2020-11-25 00:18:59,51.8,68.33,7.74,95,55,7.18
405,Calabozo,VE,2020-11-25 00:18:59,8.92,-67.43,76.87,90,73,3.87
406,Mezhdurechensk,RU,2020-11-25 00:18:59,53.69,88.06,7.77,93,66,1.7
407,Marsh Harbour,BS,2020-11-25 00:18:59,26.54,-77.06,73.27,77,5,23.11
408,Hofn,IS,2020-11-25 00:19:00,64.25,-15.21,35.49,81,66,18.59
409,Fortuna,US,2020-11-25 00:17:19,40.6,-124.16,55.0,73,47,1.99
410,Oksfjord,NO,2020-11-25 00:19:00,70.24,22.35,30.2,73,100,20.8
411,Guasdualito,VE,2020-11-25 00:19:00,7.24,-70.73,75.6,93,68,2.68
412,Jacutinga,BR,2020-11-25 00:18:58,-22.29,-46.61,66.7,73,6,4.63
413,Abrau-Dyurso,RU,2020-11-25 00:19:00,44.69,37.59,32.0,77,48,4.47
414,Kibakwe,TZ,2020-11-25 00:19:00,-6.72,36.37,66.49,87,91,3.13
415,Palmas,BR,2020-11-25 00:19:00,-10.21,-48.36,84.2,66,20,4.7
416,Port Blair,IN,2020-11-25 00:14:55,11.67,92.75,80.96,79,34,9.62
417,Saint-Augustin,CA,2020-11-25 00:19:01,51.23,-58.65,19.72,87,100,32.32
418,Prainha,BR,2020-11-25 00:19:01,-1.8,-53.48,80.44,69,32,3.47
419,Jaguaruna,BR,2020-11-25 00:19:01,-28.61,-49.03,69.21,80,3,12.95
420,Rabo De Peixe,PT,2020-11-25 00:19:01,37.8,-25.58,55.4,58,20,12.75
421,Barra Do Bugres,BR,2020-11-25 00:19:01,-15.07,-57.18,83.14,56,25,3.36
422,Jhang,PK,2020-11-25 00:19:01,33.67,72.7,52.0,100,90,9.17
423,Olinda,BR,2020-11-25 00:19:01,-8.01,-34.86,77.0,69,40,10.29
424,Tucupita,VE,2020-11-25 00:19:01,9.06,-62.05,74.23,97,53,3.83
425,Pauini,BR,2020-11-25 00:19:02,-7.71,-66.98,76.19,95,54,1.07
426,Perur,IN,2020-11-25 00:19:02,10.97,76.9,73.4,88,40,2.24
427,Kemijarvi,FI,2020-11-25 00:19:02,66.71,27.43,21.04,97,7,1.12
428,Rafsanjan,IR,2020-11-25 00:19:02,30.41,55.99,44.35,60,0,1.63
429,Haputale,LK,2020-11-25 00:19:02,6.77,80.96,61.56,100,100,3.42
430,Karachi,PK,2020-11-25 00:16:07,24.91,67.08,60.8,77,75,8.05
431,Abha,SA,2020-11-25 00:18:17,18.22,42.51,59.0,87,0,2.93
432,Camopi,GF,2020-11-25 00:19:02,3.17,-52.32,73.27,97,98,2.8
433,Sotouboua,TG,2020-11-25 00:19:02,8.57,0.98,71.6,83,0,0.47
434,Landsberg,PL,2020-11-25 00:17:26,52.74,15.23,33.01,86,28,4.72
435,Purpe,RU,2020-11-25 00:19:02,64.48,76.69,10.99,87,98,13.85
436,Camana,PE,2020-11-25 00:19:03,-16.62,-72.71,63.81,74,88,6.62
437,Liwonde,MW,2020-11-25 00:19:03,-15.05,35.2,77.92,47,23,1.23
438,Fazalpur,PK,2020-11-25 00:19:03,32.18,75.07,59.0,87,75,3.91
439,Orbetello,IT,2020-11-25 00:19:03,42.44,11.22,42.8,93,0,9.17
440,Korla,CN,2020-11-25 00:19:03,41.76,86.15,17.01,87,0,2.35
441,Roald,NO,2020-11-25 00:19:03,62.58,6.13,42.8,93,90,11.41
442,Fez,MA,2020-11-25 00:19:03,34.04,-5.0,50.0,76,0,8.05
443,Autazes,BR,2020-11-25 00:19:03,-3.58,-59.13,77.27,91,93,2.95
444,Kasangulu,CD,2020-11-25 00:19:03,-4.59,15.17,69.49,83,100,2.46
445,Tucurui,BR,2020-11-25 00:19:03,-3.77,-49.67,77.14,85,38,3.13
446,Salto,UY,2020-11-25 00:16:25,-31.38,-57.97,91.0,31,68,10.0
447,Milledgeville,US,2020-11-25 00:15:58,33.08,-83.23,55.4,66,40,5.12
448,Emba,KZ,2020-11-25 00:19:04,48.83,58.14,16.5,94,0,6.85
449,Paracuru,BR,2020-11-25 00:19:04,-3.41,-39.03,82.4,74,40,10.29
450,Nizhniy Tagil,RU,2020-11-25 00:19:04,57.92,59.97,19.02,96,21,5.61
451,Manoel Urbano,BR,2020-11-25 00:19:04,-8.84,-69.26,79.32,80,80,7.05
452,Caxito,AO,2020-11-25 00:19:04,-8.58,13.66,77.0,88,20,6.93
453,Meridian,US,2020-11-25 00:16:57,43.61,-116.39,44.6,56,1,4.7
454,Zyryanovsk,KZ,2020-11-25 00:19:04,49.74,84.27,6.85,90,87,0.22
455,Buraydah,SA,2020-11-25 00:19:04,26.33,43.98,59.0,62,0,5.82
456,Madimba,TZ,2020-11-25 00:19:04,-10.4,40.33,75.2,94,20,6.13
457,Zarechnyy,RU,2020-11-25 00:19:04,53.2,45.19,32.0,99,100,4.32
458,Sesheke,ZM,2020-11-25 00:19:05,-17.48,24.3,71.6,94,100,2.24
459,Havre-Saint-Pierre,CA,2020-11-25 00:19:05,50.23,-63.6,15.8,56,1,17.22
460,Goodlettsville,US,2020-11-25 00:19:05,36.32,-86.71,57.99,50,1,6.93
461,Kutum,SD,2020-11-25 00:19:05,14.2,24.67,63.52,27,77,5.55
462,Liverpool,GB,2020-11-25 00:18:08,53.41,-2.98,53.6,81,96,16.11
463,Caucasia,CO,2020-11-25 00:19:05,7.99,-75.19,80.1,82,84,3.96
464,Khanpur,PK,2020-11-25 00:19:05,28.65,70.66,59.07,54,80,8.99
465,Baghdad,IQ,2020-11-25 00:17:44,33.34,44.4,48.2,70,40,1.12
466,Sambava,MG,2020-11-25 00:19:05,-14.27,50.17,73.38,84,76,9.04
467,Karwar,IN,2020-11-25 00:19:05,14.8,74.13,73.85,55,59,6.69
468,Leningradskiy,RU,2020-11-25 00:19:05,69.38,178.42,26.71,97,100,25.66
469,Marga,RO,2020-11-25 00:19:06,45.5,22.52,33.57,86,0,3.11
470,Manakara,MG,2020-11-25 00:19:06,-22.13,48.02,72.84,88,54,6.78
471,Chacabuco,AR,2020-11-25 00:19:06,-34.64,-60.47,68.0,81,30,8.01
472,Sassandra,CI,2020-11-25 00:19:06,4.95,-6.08,77.32,88,57,5.68
473,Virginia Beach,US,2020-11-25 00:16:17,36.85,-75.98,46.0,70,75,4.76
474,Istra,RU,2020-11-25 00:19:06,55.92,36.86,34.0,98,75,8.95
475,Sinnamary,GF,2020-11-25 00:19:06,5.38,-52.95,78.48,86,24,9.86
476,Boca Do Acre,BR,2020-11-25 00:19:06,-8.75,-67.4,77.04,84,57,0.67
477,Stephenville Crossing,CA,2020-11-25 00:19:06,48.5,-58.43,26.6,79,90,26.4
478,Anuradhapura,LK,2020-11-25 00:19:06,8.36,80.42,73.0,95,100,8.46
479,Isla Mujeres,MX,2020-11-25 00:19:06,21.23,-86.73,80.6,74,40,9.17
480,Thunder Bay,CA,2020-11-25 00:18:03,48.4,-89.32,34.0,95,90,8.75
481,Lasa,IT,2020-11-25 00:19:07,46.62,10.7,28.4,86,5,2.24
482,Bom Jesus Da Lapa,BR,2020-11-25 00:19:07,-13.26,-43.42,72.09,72,1,6.89
483,Graaff-Reinet,ZA,2020-11-25 00:19:07,-32.25,24.53,57.24,71,39,1.43
484,Krasnogvardeyskoye,RU,2020-11-25 00:19:07,45.85,41.52,36.36,91,63,8.43
485,Acobamba,PE,2020-11-25 00:19:07,-11.35,-75.66,54.32,63,18,2.55
486,Hiriyur,IN,2020-11-25 00:19:07,13.95,76.62,65.73,85,94,3.62
487,Leshukonskoye,RU,2020-11-25 00:19:07,64.9,45.76,25.65,97,98,5.77
488,Ust-Tsilma,RU,2020-11-25 00:19:07,65.44,52.15,21.85,95,95,6.15
489,Wadi Maliz,TN,2020-11-25 00:19:07,36.47,8.55,50.0,93,20,2.24
490,Nioro,GM,2020-11-25 00:19:07,13.35,-15.75,75.54,25,68,0.85
491,Shiraz,IR,2020-11-25 00:14:15,29.6,52.54,39.2,93,0,1.34
492,Komsomolskiy,UZ,2020-11-25 00:19:08,40.43,71.72,28.4,74,100,4.7
493,Nalut,LY,2020-11-25 00:19:08,30.33,10.85,54.19,77,7,5.19
494,Strezhevoy,RU,2020-11-25 00:14:34,60.73,77.59,12.2,92,90,8.95
495,Bhag,PK,2020-11-25 00:19:08,29.04,67.82,57.58,51,64,6.71
496,Boddam,GB,2020-11-25 00:19:08,57.47,-1.78,43.0,100,75,3.36
497,Mariakani,KE,2020-11-25 00:19:08,-3.86,39.47,73.29,97,7,4.88
498,Belmonte,BR,2020-11-25 00:19:08,-15.86,-38.88,75.2,78,40,3.36
499,Kaduna,NG,2020-11-25 00:19:08,10.52,7.44,71.8,40,26,1.86
500,Kargat,RU,2020-11-25 00:19:08,55.2,80.28,11.01,96,98,4.18
501,Elyria,US,2020-11-25 00:15:30,41.37,-82.11,39.99,69,90,6.93
502,Nakambala,ZM,2020-11-25 00:19:08,-15.83,27.78,71.78,77,84,7.65
503,Shu,KZ,2020-11-25 00:19:08,43.6,73.76,25.0,68,100,3.0
504,Caravelas,BR,2020-11-25 00:19:09,-17.71,-39.25,73.74,89,91,4.7
505,Sept-Iles,CA,2020-11-25 00:15:13,50.2,-66.38,17.6,61,0,16.11
506,San Francisco,US,2020-11-25 00:15:02,37.77,-122.42,61.0,63,20,12.75
507,Muisne,EC,2020-11-25 00:19:09,0.6,-80.03,72.64,88,98,8.3
508,Ust-Shonosha,RU,2020-11-25 00:19:09,61.15,41.34,30.36,99,97,3.58
509,Rio Cuarto,AR,2020-11-25 00:19:09,-33.13,-64.35,78.8,61,0,16.11
510,Saint-Pierre,RE,2020-11-25 00:19:09,-21.34,55.48,69.8,60,92,4.7
511,Kilcoole,IE,2020-11-25 00:19:09,53.1,-6.07,44.01,89,100,6.91
512,Tandalti,SD,2020-11-25 00:19:06,13.02,31.87,76.35,24,0,10.83
513,Antalaha,MG,2020-11-25 00:19:09,-14.9,50.28,72.3,84,61,6.04
514,Goderich,CA,2020-11-25 00:18:31,43.75,-81.72,35.01,79,100,18.84
515,Ocala,US,2020-11-25 00:19:09,29.19,-82.14,71.6,60,75,6.93
516,Colares,PT,2020-11-25 00:19:10,38.8,-9.45,63.0,96,83,16.04
517,Primorsk,UA,2020-11-25 00:19:10,46.73,36.34,37.71,82,8,11.23
518,Garissa,KE,2020-11-25 00:19:10,-0.45,39.64,79.3,72,7,11.9
519,Malanje,AO,2020-11-25 00:19:10,-9.54,16.34,64.04,99,71,2.55
520,Bollnas,SE,2020-11-25 00:19:10,61.35,16.39,34.81,91,100,2.64
521,Iisalmi,FI,2020-11-25 00:19:10,63.56,27.19,28.4,86,90,8.05
522,Obera,AR,2020-11-25 00:19:10,-27.49,-55.12,76.05,40,20,3.18
523,Uray,RU,2020-11-25 00:19:10,60.12,64.78,19.09,93,98,9.84
524,Alcantara,BR,2020-11-25 00:19:11,-2.41,-44.41,82.4,83,20,12.75
525,Togur,RU,2020-11-25 00:19:11,58.36,82.83,9.99,96,89,3.36
526,Carndonagh,IE,2020-11-25 00:19:11,55.25,-7.27,39.96,90,93,8.95
527,Idenao,CM,2020-11-25 00:19:11,4.25,9.0,78.06,81,98,2.91
528,Campbellton,CA,2020-11-25 00:19:11,48.01,-66.67,19.4,57,20,16.11
529,Kerchevskiy,RU,2020-11-25 00:19:11,59.95,56.29,22.69,97,100,9.15
530,Saint Anthony,US,2020-11-25 00:19:11,45.02,-93.22,37.4,93,90,2.17
531,Opuwo,NA,2020-11-25 00:19:11,-18.06,13.84,70.38,38,32,3.31
532,Sillod,IN,2020-11-25 00:19:11,20.3,75.65,63.39,51,50,7.4
533,Sleaford,GB,2020-11-25 00:19:11,53.0,-0.41,46.4,93,91,13.87
534,Mecca,SA,2020-11-25 00:15:16,21.43,39.83,73.24,72,0,1.43
535,Barreirinhas,BR,2020-11-25 00:19:12,-2.75,-42.83,80.04,79,0,10.16
536,Taraz,KZ,2020-11-25 00:19:12,42.9,71.37,12.2,78,90,4.47
537,Santiago De Cuba,CU,2020-11-25 00:19:12,20.02,-75.82,78.8,74,40,9.17
538,Kushmurun,KZ,2020-11-25 00:19:12,52.45,64.63,14.41,95,100,6.04
539,Irtyshskiy,RU,2020-11-25 00:19:12,58.33,68.13,16.03,95,100,9.73
540,Vengerovo,RU,2020-11-25 00:19:12,55.68,76.75,9.72,96,26,2.57
541,Kovur,IN,2020-11-25 00:19:12,14.48,79.98,75.63,87,100,12.46
542,Ongandjera,NA,2020-11-25 00:19:12,-17.88,15.07,78.26,28,30,11.86
543,Lerwick,GB,2020-11-25 00:14:30,60.15,-1.15,44.6,87,75,10.29
544,Nouakchott,MR,2020-11-25 00:19:12,18.09,-15.98,73.4,15,99,9.17
545,Adilcevaz,TR,2020-11-25 00:19:12,38.8,42.73,30.2,92,0,3.36
546,Humberto De Campos,BR,2020-11-25 00:19:13,-2.6,-43.46,79.2,81,8,7.65
547,Uruzgan,AF,2020-11-25 00:19:13,32.83,66.0,35.76,85,51,2.26
548,Waldoboro,US,2020-11-25 00:19:13,44.1,-69.38,26.6,53,1,5.82
549,Sanchursk,RU,2020-11-25 00:19:13,56.94,47.25,32.0,99,100,9.6
550,Olonets,RU,2020-11-25 00:19:13,60.98,32.97,30.81,98,76,3.53
551,Bukama,CD,2020-11-25 00:19:13,-9.2,25.85,70.09,93,100,1.48
552,Ponta Delgada,PT,2020-11-25 00:19:13,37.73,-25.67,55.4,58,20,12.75
553,Segovia,ES,2020-11-25 00:19:13,41.17,-4.0,39.99,91,57,4.34
554,Mpongwe,ZM,2020-11-25 00:19:14,-13.51,28.16,66.42,93,99,4.09
555,Tiebissou,CI,2020-11-25 00:19:14,7.16,-5.23,77.0,94,75,6.93
556,Zdvinsk,RU,2020-11-25 00:19:14,54.7,78.66,9.03,96,89,3.69
557,Qobustan,AZ,2020-11-25 00:19:14,40.08,49.41,44.6,81,40,6.93
558,Dwarka,IN,2020-11-25 00:19:14,22.24,68.97,72.34,57,49,13.65
559,Sabang,ID,2020-11-25 00:19:14,5.89,95.32,82.58,76,34,16.71
560,Grand-Lahou,CI,2020-11-25 00:19:14,5.14,-5.02,78.71,83,76,7.11
561,Navirai,BR,2020-11-25 00:19:14,-23.07,-54.19,77.43,34,0,4.83
562,Valparaiso,CL,2020-11-25 00:16:12,-33.04,-71.63,68.0,49,0,12.75
563,Wladyslawowo,PL,2020-11-25 00:16:38,54.79,18.4,45.0,86,75,5.82
564,Nantucket,US,2020-11-25 00:18:59,41.28,-70.1,41.0,48,1,5.82
565,Gazanjyk,TM,2020-11-25 00:19:15,39.24,55.52,40.03,71,6,9.01
566,Iracoubo,GF,2020-11-25 00:19:15,5.48,-53.2,78.76,85,20,10.2
567,Walvis Bay,NA,2020-11-25 00:19:15,-22.96,14.51,57.99,87,0,3.36
568,Riyadh,SA,2020-11-25 00:19:15,24.69,46.72,53.6,62,0,2.95
569,Bethanien,NA,2020-11-25 00:19:15,-26.5,17.16,54.19,66,1,7.23
570,Ritchie,ZA,2020-11-25 00:19:15,-29.04,24.6,59.0,47,0,11.41
571,Yarmouth,US,2020-11-25 00:18:43,41.71,-70.23,42.01,55,1,3.36
572,Yangambi,CD,2020-11-25 00:19:15,0.81,24.43,68.77,99,98,2.19
573,Ivanivka,UA,2020-11-25 00:19:15,46.72,34.55,36.25,81,7,8.37
574,Manicore,BR,2020-11-25 00:19:15,-5.81,-61.3,75.25,96,100,4.56
575,Herzogenbuchsee,CH,2020-11-25 00:19:15,47.19,7.71,34.0,97,0,1.99
576,Saryozek,KZ,2020-11-25 00:19:15,44.36,77.98,19.18,85,0,2.62
577,Perigueux,FR,2020-11-25 00:19:16,45.18,0.72,44.01,86,100,7.47
